Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4,WrappedPut,putAll,"Map<? extends K,? extends V>",1
org.apache.commons.collections4,SetUtils,orderedSet,"Set<E>",1
org.apache.commons.collections4.map,AbstractMapTest,testMapHashCode,"No parameters",1
org.apache.commons.collections4.comparators,ComparatorChainTest,testListComparatorChain,"No parameters",1
org.apache.commons.collections4.map,ReferenceIdentityMapTest,testBasics,"No parameters",1
org.apache.commons.collections4.functors,ConstantFactory,constantFactory,"T",2
org.apache.commons.collections4.map,AbstractReferenceMap,purgeBeforeRead,"No parameters",1
org.apache.commons.collections4,PredicateUtils,orPredicate,"Predicate<? super T>, Predicate<? super T>",1
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testExhaustivity,"No parameters",5
org.apache.commons.collections4,SetUtils,disjunction,"Set<? extends E>, Set<? extends E>",1
org.apache.commons.collections4.functors,AbstractPredicateTest,testPredicateSanityTests,"No parameters",1
org.apache.commons.collections4,CollectionUtils,selectRejected,"Iterable<? extends O>, Predicate<? super O>, R",4
org.apache.commons.collections4.multimap,TransformedMultiValuedMapTest,testFactory_decorateTransform,"No parameters",1
org.apache.commons.collections4.functors,AbstractMockPredicateTest,createVerifyList,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,bulkTestMapKeySet,"No parameters",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,removeLine2,"String",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testStoreToXMLOutputStream,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractHasherTest,createHasher,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testGetBooleanValue,"No parameters",2
org.apache.commons.collections4,EnumerationUtilsTest,testAsIterableFor,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,doRedBlackInsert,"Node<K,V>, DataElement",9
org.apache.commons.collections4.map,PassiveExpiringMap,removeIfExpired,"Object, long",2
org.apache.commons.collections4.trie,AbstractPatriciaTrie,lastEntry,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,createEntry,"HashEntry<K,V>, int, K, V",1
org.apache.commons.collections4.map,MultiValueMapTest,testRemoveAllViaEntryIterator,"No parameters",2
org.apache.commons.collections4,AbstractObjectTest,writeExternalFormToDisk,"Serializable, String",1
org.apache.commons.collections4,CollectionUtilsTest,testDisjunctionAsUnionMinusIntersection,"No parameters",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testGetProperty,"No parameters",1
org.apache.commons.collections4.bag,TreeBagTest,testCollections265,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testValuesClearChangesMap,"No parameters",2
org.apache.commons.collections4.list,AbstractListTest,testListSetByIndexBoundsChecking2,"No parameters",2
org.apache.commons.collections4.list,CursorableLinkedListTest,testListIteratorRemove,"No parameters",3
org.apache.commons.collections4.map,Flat3MapTest,testCollections261,"No parameters",1
org.apache.commons.collections4.trie,PatriciaTrieTest,testPrefixMapClearUsingRemove,"No parameters",2
org.apache.commons.collections4.properties,OrderedPropertiesTest,testKeys,"No parameters",3
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteration_RootNull,"No parameters",1
org.apache.commons.collections4.functors,SwitchClosure,getClosures,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testSelect,"No parameters",1
org.apache.commons.collections4.bloomfilter,BloomFilter,uniqueIndices,"No parameters",1
org.apache.commons.collections4.collection,IndexedCollectionTest,testAddedObjectsCanBeRetrievedByKey,"No parameters",1
org.apache.commons.collections4.iterators,ObjectArrayIteratorTest,makeArrayIterator,"E[], int, int",1
org.apache.commons.collections4.collection,Builder,createPredicatedQueue,"Queue<E>",1
org.apache.commons.collections4.list,AbstractListTest,testListSubListFailFastOnAdd,"No parameters",3
org.apache.commons.collections4.multiset,UnmodifiableMultiSet,removeAll,"Collection<?>",1
org.apache.commons.collections4,MapUtils,applyDefaultValue,"Map<? super K,?>, K, BiFunction<Map<? super K,?>,K,R>, R",1
org.apache.commons.collections4.map,UnmodifiableOrderedMap,unmodifiableOrderedMap,"OrderedMap<? extends K,? extends V>",2
org.apache.commons.collections4.bidimap,TreeBidiMap,lookupKey,"Object",1
org.apache.commons.collections4.list,AbstractListTest,bulkTestSubList,"No parameters",2
org.apache.commons.collections4.bloomfilter,SetOperations,orCardinality,"BitMapExtractor, BitMapExtractor",1
org.apache.commons.collections4,CollectionUtils,removeCount,"Collection<E>, int, int",6
org.apache.commons.collections4.properties,EmptyPropertiesTest,testStoreToOutputStream,"No parameters",1
org.apache.commons.collections4,EnumerationUtils,asIterable,"Enumeration<T>",1
org.apache.commons.collections4.bloomfilter,DefaultIndexExtractorTest,testEntries,"int",3
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testRemovingElementsAndIteratingForward,"No parameters",1
org.apache.commons.collections4.list,PredicatedListTest,makeTestList,"No parameters",1
org.apache.commons.collections4.comparators,FixedOrderComparatorTest,assertComparatorYieldsOrder,"String[], Comparator<String>",6
org.apache.commons.collections4.multimap,HashSetValuedHashMapTest,testSetValuedMapRemove,"No parameters",1
org.apache.commons.collections4.map,ReferenceEntry,onPurge,"No parameters",1
org.apache.commons.collections4.functors,IfClosure,execute,"T",2
org.apache.commons.collections4,CollectionUtils,extractSingleton,"Collection<E>",2
org.apache.commons.collections4,FluentIterableTest,testAppendElements,"No parameters",1
org.apache.commons.collections4.set,CompositeSetTest,testRemoveComposited,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapToString,"No parameters",1
org.apache.commons.collections4,IteratorUtils,loopingIterator,"Collection<? extends E>",1
org.apache.commons.collections4,CollectionUtilsTest,testSizeIsEmpty_List,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testSize_Other,"No parameters",1
org.apache.commons.collections4,FluentIterable,unique,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,testPutIfAbsent,"No parameters",3
org.apache.commons.collections4,MapUtilsTest,testDebugPrintNullStream,"No parameters",1
org.apache.commons.collections4.map,CompositeMapTest,testRemoveFromComposited,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,loadFromXML,"InputStream",1
org.apache.commons.collections4.multimap,HashSetValuedHashMapTest,isHashSetValue,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,lookupValue,"Object",1
org.apache.commons.collections4.list,CursorableLinkedList,createSubListListIterator,"LinkedSubList<E>, int",1
org.apache.commons.collections4,IteratorUtils,nodeListIterator,"NodeList",1
org.apache.commons.collections4,CollectionUtils,permutations,"Collection<E>",2
org.apache.commons.collections4.set,UnmodifiableNavigableSet,pollLast,"No parameters",1
org.apache.commons.collections4.multimap,TestMultiValuedMapAsMap,getNewSampleValues,"No parameters",4
org.apache.commons.collections4.bloomfilter,AbstractIndexExtractorTest,testForEachIndexPredicates,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testIsNotEmptyWithEmptyMap,"No parameters",1
org.apache.commons.collections4.list,AVLNode,min,"No parameters",1
org.apache.commons.collections4,IterableUtils,partition,"Iterable<? extends O>, Predicate<? super O>",1
org.apache.commons.collections4.collection,IndexedCollection,removeFromIndex,"C",1
org.apache.commons.collections4,PredicateUtilsTest,testNullIsFalsePredicateEx1,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListHashCode,"No parameters",1
org.apache.commons.collections4,ListUtils,synchronizedList,"List<E>",1
org.apache.commons.collections4,MapUtils,getBoolean,"Map<? super K,?>, K, Function<K,Boolean>",1
org.apache.commons.collections4,MapUtilsTest,testGetByteValue,"No parameters",1
org.apache.commons.collections4,TransformerUtils,stringValueTransformer,"No parameters",1
org.apache.commons.collections4.multiset,TestMultiSetUniqueSet,getFullElements,"No parameters",1
org.apache.commons.collections4.map,PassiveExpiringMapTest,validateExpiration,"Map<String,String>, long",2
org.apache.commons.collections4.iterators,PeekingIteratorTest,testIteratorExhausted,"No parameters",1
org.apache.commons.collections4.map,UnmodifiableSortedMapTest,testHeadMap,"No parameters",1
org.apache.commons.collections4.sequence,ExecutionVisitor,setList,"List<T>",1
org.apache.commons.collections4.multimap,HashSetValuedHashMapTest,testHashSetValuedHashMap_2,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testInvokerPredicate2Ex1,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,verifyKeySet,"No parameters",1
org.apache.commons.collections4,IterableUtils,chainedIterable,"Iterable<? extends E>, Iterable<? extends E>, Iterable<? extends E>, Iterable<? extends E>",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,selectKey,"K",2
org.apache.commons.collections4.bidimap,TreeBidiMap,isBlack,"Node<?,?>, DataElement",1
org.apache.commons.collections4,PredicateUtilsTest,testInvokerPredicate2Ex2,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testInvokerPredicate2Ex3,"No parameters",1
org.apache.commons.collections4.bloomfilter,Finder,getResult,"No parameters",1
org.apache.commons.collections4.list,GrowthList,growthList,"List<E>",1
org.apache.commons.collections4,MapUtilsTest,testLazyMap,"No parameters",1
org.apache.commons.collections4,BulkTest,setVerboseName,"String",1
org.apache.commons.collections4.iterators,PushbackIterator,pushbackIterator,"Iterator<? extends E>",2
org.apache.commons.collections4,MapUtilsTest,testPopulateMultiMap,"No parameters",2
org.apache.commons.collections4,IterableUtilsTest,testCountMatches,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testToStringDelimiter,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testVerbosePrint,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,getOrDefault,"Object, Object",1
org.apache.commons.collections4.bloomfilter,IndexFilterTest,testFilter,"int, int",3
org.apache.commons.collections4.keyvalue,MultiKeyTest,testGetKeysArrayConstructorCloned,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListMultipleDuplicatesInListReverse,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIteratorTest,testPreviousChangesNext,"No parameters",1
org.apache.commons.collections4.functors,TransformerClosure,transformerClosure,"Transformer<? super E,?>",2
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteratorConstructorIteration_Empty,"No parameters",1
org.apache.commons.collections4.iterators,Forest,treeIterator,"No parameters",1
org.apache.commons.collections4.bidimap,DualTreeBidiMap2Test,testSerializeDeserializeCheckComparator,"No parameters",2
org.apache.commons.collections4.keyvalue,TiedMapEntryTest,testSetValue,"No parameters",1
org.apache.commons.collections4,FluentIterable,allMatch,"Predicate<? super E>",1
org.apache.commons.collections4.comparators,Equals,expectFalseWhenBothComparatorsWithDifferentItems,"No parameters",1
org.apache.commons.collections4,CollectionUtils,reverseArray,"Object[]",2
org.apache.commons.collections4,FluentIterable,loop,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterExtractorTest,testForEachPairCompleteMatch,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testRemoveRangeEndLowStart,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,doRedBlackDeleteFixup,"Node<K,V>, DataElement",9
org.apache.commons.collections4,MapUtilsTest,testGetShortValue,"No parameters",1
org.apache.commons.collections4,FactoryUtilsTest,testPrototypeFactoryNull,"No parameters",1
org.apache.commons.collections4.iterators,FilterIteratorTest,verifyElementsInPredicate,"String[]",5
org.apache.commons.collections4.bloomfilter,DefaultBloomFilterTest,testEstimateLargeN,"No parameters",3
org.apache.commons.collections4,SplitMapUtilsTest,testReadableMap,"No parameters",4
org.apache.commons.collections4,CollectionUtilsTest,testContainsAnyInArrayNullColl1,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testContainsAnyInArrayNullColl2,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextAddIndex1ByList,"No parameters",1
org.apache.commons.collections4,SetView,copyInto,"S",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterTest,testEmptyAfterMergeWithNothing,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilterTest,createTimedLayeredFilter,"Shape, Duration, Duration",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateSequencedSetMultipleDuplicates,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,removeValue,"Object",1
org.apache.commons.collections4,IteratorUtilsTest,testNodeIterator,"No parameters",2
org.apache.commons.collections4.set,AbstractSetTest,testSetHashCode,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testValuesRemoveChangesMap,"No parameters",5
org.apache.commons.collections4,TransformerUtilsTest,testCloneTransformer,"No parameters",1
org.apache.commons.collections4.map,AbstractHashedMap,ensureCapacity,"int",6
org.apache.commons.collections4.map,AbstractIterableMapTest,bulkTestMapIterator,"No parameters",1
org.apache.commons.collections4.iterators,ObjectArrayIterator,getStartIndex,"No parameters",1
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testValuesListIteratorMethods,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,computeIfAbsent,"Object, Function<? super Object,? extends Object>",1
org.apache.commons.collections4.iterators,AbstractListIteratorTest,supportsAdd,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,loadOrderedKeysReverse,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,purge,"Reference<?>",4
org.apache.commons.collections4,CollectionUtilsTest,testGetNegative,"No parameters",1
org.apache.commons.collections4.list,LazyListTest,testSubListWithTransformer,"No parameters",1
